extended_right_major,extended_right_major_description,extended_right_name,extended_right_name_description,object_guid
Attributes,Lists attributes and their guids,Admin-Property-Pages,The order number and GUID of the property pages for an object to be displayed on Active Directory administration screens. For more information see the document; Extending the User Interface for Directory Objects.,52458038-ca6a-11d0-afff-0000f80367c1
Attributes,Lists attributes and their guids,Allowed-Attributes,Attributes that will be permitted to be assigned to a class.,9a7ad940-ca53-11d1-bbd0-0080c76670c0
Attributes,Lists attributes and their guids,Allowed-Attributes-Effective,A list of attributes that can be modified on the object.,9a7ad941-ca53-11d1-bbd0-0080c76670c0
Attributes,Lists attributes and their guids,Allowed-Child-Classes,Classes that can be contained by a class.,9a7ad942-ca53-11d1-bbd0-0080c76670c0
Attributes,Lists attributes and their guids,Allowed-Child-Classes-Effective,A list of classes that can be modified.,9a7ad943-ca53-11d1-bbd0-0080c76670c0
Attributes,Lists attributes and their guids,Alt-Security-Identities,Contains mappings for X.509 certificates or external Kerberos user accounts to this user for the purpose of authentication.,00fbf30c-91fe-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,ANR,Ambiguous name resolution attribute to be used when choosing between objects.,45b01500-c419-11d1-bbc9-0080c76670c0
Attributes,Lists attributes and their guids,Application-Name,The name of the application.,dd712226-10e4-11d0-a05f-00aa006c33ed
Attributes,Lists attributes and their guids,Applies-To,Contains the list of object classes that the extended right applies to. In the list; an object class is represented by the schemaIDGUID property for its schemaClass object.,8297931d-86d3-11d0-afda-00c04fd930c9
Attributes,Lists attributes and their guids,App-Schema-Version,This attribute stores the schema version of the class store. It is used to provide correct behavior across schema changes.,96a7dd65-9118-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,Asset-Number,The tracking number for the object.,ba305f75-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Assistant,The distinguished name of a user's administrative assistant.,0296c11c-40da-11d1-a9c0-0000f80367c1
Attributes,Lists attributes and their guids,associatedDomain,The associatedDomain attribute type specifies a DNS domain that is associated with an object.,3320fc38-c379-4c17-a510-1bdf6133c5da
Attributes,Lists attributes and their guids,associatedName,The associatedName attribute type specifies an entry in the organizational DIT that is associated with a DNS domain.,f7fbfc45-85ab-42a4-a435-780e62f7858b
Attributes,Lists attributes and their guids,Assoc-NT-Account,The WindowsÂ NT account that applies to this object.,398f63c0-ca60-11d1-bbd1-0000f81f10c0
Attributes,Lists attributes and their guids,attributeCertificateAttribute,A digitally signed or certified identity and set of attributes. Used to bind authorization information to an identity.,fa4693bb-7bc2-4cb9-81a8-c99c43b7905e
Attributes,Lists attributes and their guids,Attribute-Display-Names,The name to be displayed for this object.,cb843f80-48d9-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Attribute-ID,The unique X.500 OID for identifying an attribute.,bf967922-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Attribute-Security-GUID,The GUID to be used to apply security credentials to a set of objects.,bf967924-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Attribute-Syntax,The OID for the syntax for this attribute.,bf967925-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Attribute-Types,A multi-valued property that contains strings that represent each attribute in the schema.,9a7ad944-ca53-11d1-bbd0-0080c76670c0
Attributes,Lists attributes and their guids,audio,The Audio attribute type allows the storing of sounds in the Directory.,d0e1d224-e1a0-42ce-a2da-793ba5244f35
Attributes,Lists attributes and their guids,Auditing-Policy,Auditing policy for the local policy.,6da8a4fe-0e52-11d0-a286-00aa003049e2
Attributes,Lists attributes and their guids,Authentication-Options,The authentication options used in ADSI to bind to directory services objects.,bf967928-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Authority-Revocation-List,Cross certificate; Certificate Revocation List.,1677578d-47f3-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Auxiliary-Class,The list of auxiliary classes to be associated with this class.,bf96792c-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Bad-Password-Time,The last time and date that an attempt to log on to this account was made with a password that is not valid. This value is stored as a large integer that represents the number of 100-nanosecond intervals since January 1; 1601 (UTC). A value of zero means that the last time a incorrect password was used is unknown.,bf96792d-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Bad-Pwd-Count,The number of times the user tried to log on to the account using an incorrect password. A value of 0 indicates that the value is unknown.,bf96792e-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Birth-Location,The location where the user was born.,1f0075f9-7e40-11d0-afd6-00c04fd930c9
Attributes,Lists attributes and their guids,bootFile,Contains the name of the boot image for UNIX identity management support.,e3f3cb4e-0f20-42eb-9703-d2ff26e52667
Attributes,Lists attributes and their guids,bootParameter,Provides data that is needed to start a diskless client.,d72a0750-8c7c-416e-8714-e65f11e908be
Attributes,Lists attributes and their guids,Bridgehead-Server-List-BL,The list of servers that are bridgeheads for replication.,d50c2cdb-8951-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,Bridgehead-Transport-List,Transports for which this server is a bridgehead.,d50c2cda-8951-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,buildingName,The name of the building where an organization or organizational unit is based.,f87fa54b-b2c5-4fd7-88c0-daccb21d93c5
Attributes,Lists attributes and their guids,Builtin-Creation-Time,The Builtin-Creation-Time attribute is used to support replication to WindowsÂ NTÂ 4.0 domains.,bf96792f-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Builtin-Modified-Count,The Builtin-Modified-Count attribute is used to support replication to WindowsÂ NTÂ 4.0 domains.,bf967930-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Business-Category,Descriptive text on an Organizational Unit.,bf967931-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Bytes-Per-Minute,Printer data transfer rate.,ba305f76-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,CA-Certificate,Certificates of trusted Certification Authorities.,bf967932-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,CA-Certificate-DN,Full distinguished name from the CA certificate.,963d2740-48be-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,CA-Connect,The connection string for binding to a certification authority.,963d2735-48be-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Canonical-Name,The name of the object in canonical format. myserver2.fabrikam.com/users/jeffsmith is an example of a distinguished name in canonical format.  This is a constructed attribute. The results returned are identical to those returned by the following Active Directory function: DsCrackNames(NULL; DS_NAME_FLAG_SYNTACTICAL_ONLY; DS_FQDN_1779_NAME; DS_CANONICAL_NAME; ...).,9a7ad945-ca53-11d1-bbd0-0080c76670c0
Attributes,Lists attributes and their guids,Can-Upgrade-Script,This attribute stores the list of application packages that can be upgraded by or which can upgrade this application package.,d9e18314-8939-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,carLicense,Vehicle license or registration plate.,d4159c92-957d-4a87-8a67-8d2934e01649
Attributes,Lists attributes and their guids,Catalogs,The list of catalogs that index storage on a given computer.,7bfdcb81-4807-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Categories,List of category IDs (GUIDs) for categories that apply to this application.,7bfdcb7e-4807-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Category-Id,The ID for a component category.,7d6c0e94-7e20-11d0-afd6-00c04fd930c9
Attributes,Lists attributes and their guids,CA-Usages,List of OID/CSP name concatenations.,963d2738-48be-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,CA-WEB-URL,URL for http connection to a certification authority.,963d2736-48be-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Certificate-Authority-Object,Reference to the certification authority associated with a Certificate Revocation List distribution point.,963d2732-48be-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Certificate-Revocation-List,Represents a list of certificates that have been revoked.,1677579f-47f3-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Certificate-Templates,Contains information for a certificate issued by a Certificate Server.,2a39c5b1-8960-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,Class-Display-Name,The object name to be displayed in dialog boxes.,548e1c22-dea6-11d0-b010-0000f80367c1
Attributes,Lists attributes and their guids,Code-Page,Specifies the code page for the user's language of choice. This value is not used by WindowsÂ 2000.,bf967938-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,COM-ClassID,This attribute stores the list of ClassIDs that are implemented in this application package.,bf96793b-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,COM-CLSID,This attribute contains the GUID that is associated to this object class.,281416d9-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,COM-InterfaceID,This attribute stores the list of interfaces that are implemented in this application package.,bf96793c-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Comment,The user's comments. This string can be a null string.,bf96793e-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Common-Name,The name that represents an object. Used to perform searches.,bf96793f-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,COM-Other-Prog-Id,List of other program ID strings for the host class.,281416dd-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Company,The user's company name.,f0f8ff88-1191-11d0-a060-00aa006c33ed
Attributes,Lists attributes and their guids,COM-ProgID,This attribute stores the list of COM object program IDs that are implemented in this application package.,bf96793d-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,COM-Treat-As-Class-Id,Treat-As string GUID CLSID for the host class.,281416db-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,COM-Typelib-Id,This attribute stores the list of type library IDs contained in this application package.,281416de-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,COM-Unique-LIBID,Single-valued string GUID LIBID for a type library.,281416da-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Content-Indexing-Allowed,Indicates whether the Volume object can be content indexed.,bf967943-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Context-Menu,The order number and GUID of the context menu to be used for an object.,4d8601ee-ac85-11d0-afe3-00c04fd930c9
Attributes,Lists attributes and their guids,Control-Access-Rights,Used by DS Security to determine which users can perform specific operations on the host object.,6da8a4fc-0e52-11d0-a286-00aa003049e2
Attributes,Lists attributes and their guids,Cost,Contains the relative cost for routing messages through a particular site connector.,bf967944-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Country-Code,Specifies the country/region code for the user's language of choice. This value is not used by WindowsÂ 2000.,5fd42471-1262-11d0-a060-00aa006c33ed
Attributes,Lists attributes and their guids,Country-Name,The country/region in the address of the user. The country/region is represented as a 2-character code based on ISO-3166.,bf967945-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Create-Dialog,GUID of dialog box for creating associated object.,2b09958a-8931-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,Create-Time-Stamp,The date when this object was created. This value is  replicated.,2df90d73-009f-11d2-aa4c-00c04fd7d83a
Attributes,Lists attributes and their guids,Create-Wizard-Ext,GUID of wizard extensions for creating associated object.,2b09958b-8931-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,Creation-Time,The date and time that the object was created.,bf967946-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Creation-Wizard,Wizard to activate when creating objects of this class.,4d8601ed-ac85-11d0-afe3-00c04fd930c9
Attributes,Lists attributes and their guids,Creator,The person that created the object.,7bfdcb85-4807-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,CRL-Object,Reference to certificate revocation list object associated with a certification authority.,963d2737-48be-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,CRL-Partitioned-Revocation-List,Public Key Infrastructureâ€“revocation lists.,963d2731-48be-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Cross-Certificate-Pair,V3 Cross Certificate.,167757b2-47f3-11d1-a9c3-0000f80367c1
